,max_vertex_degree,min_vertex_degree,mean_vertex_degree,std_dev_vertex_degree,one_norm,max_weight,min_weight,mean_weight,std_dev_weight,max_edge_order,min_edge_order,mean_edge_order,std_dev_edge_order,number_of_terms,log_fci_dim,n_elec,n_orbs,df_rank,df_gap,problem_instance_uuid,problem_instance_short_name,task_uuid,instance_data_object_uuid,instance_data_object_file_name,instance_data_object_url,date_of_calculation,version_of_features_calculation_script,ham_features_calc_time,SHCI_opt-(2dde),DF_QPE-(2610),SHCI_pt_1e-4-(4ed5),SHCI_var_1e-4-(7e73),SHCI_pt_2e-4-(ad96),SHCI_pt_2e-5-(c71b),SHCI_pt_5e-5-(d626),SHCI_var_2e-4-(0db1),SHCI_var_2e-5-(86bf),SHCI_var_5e-5-(0194),DF_QPE-(5dad),CISD-(418f),HF-(5f5e),MP2-(b420),CCSD-(0a29),CCSD(T)-(c092),DF_QPE-(5d76),DF_QPE-(f6b3),DF_QPE-(4b07),DMRG_Niagara_cluster_lowest_energy-(1653)
115,1893060,170132,1530042.553,477722.3663,3076.409645,13.41363994,1e-08,0.000858589,0.040916425,76,1,32.45326642,15.0287429,3583099,21.42916018,18,76,893,17.51503125,0b91f99e-8de5-415d-a78e-f80e45d621ca,TiO_0,84aa9e2d-18e6-4689-9274-28e89ef44080,98719f34-8ba8-4557-a9fd-b28a84fe7dd1,fcidump.TiO_vdz.98719f34-8ba8-4557-a9fd-b28a84fe7dd1,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.TiO_vdz.98719f34-8ba8-4557-a9fd-b28a84fe7dd1.gz,03:40.3,1,4483.879868,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
116,219896,42886,181643.1667,52433.76982,386.6956881,2.153786875,1.01e-08,0.000971368,0.016955371,36,1,16.42615563,7.092804719,398095,17.5574675,50,36,510,5.060665541,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,858b9683-fc6c-4ebe-8c33-27f0d848f24f,e986eb83-6b9d-439e-85ca-a9b931eef4a2,fcidump.45_1_star_noncan_0.2_new.e986eb83-6b9d-439e-85ca-a9b931eef4a2,sftp://sftp.l3harris.com/gsee/fcidump.45_1_star_noncan_0.2_new.e986eb83-6b9d-439e-85ca-a9b931eef4a2.gz,20:08.1,1,468.795335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,110981,15301,89982.24444,27635.54003,1319.885976,18.86494485,2.19e-08,0.006525012,0.170608917,45,1,20.0177031,8.77921928,202282,7.14761759,6,45,421,20.82193157,162f41da-af43-427c-a8bc-ae9fa97ace95,O_0,85a3a8d6-f2c7-458c-bbc3-25fd76d9afc0,1661aaae-621a-430d-990a-bcbbbe270dfb,fcidump.O0_vtz.1661aaae-621a-430d-990a-bcbbbe270dfb,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O0_vtz.1661aaae-621a-430d-990a-bcbbbe270dfb.gz,45:17.7,1,293.360124,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
118,25,9,20.0,5.196152423,96.0,4.0,0.5,1.2,1.4,13,1,4.0,3.376388603,81,6.008259415,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,85ee9159-e41c-4cda-b8b6-326cc11cf6a2,5add677d-7310-4138-8278-dfed143a3f72,FCIDUMP_L_16_Nf_4_U_8.0_ms_2.5add677d-7310-4138-8278-dfed143a3f72,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_8.0_ms_2.5add677d-7310-4138-8278-dfed143a3f72.gz,17:46.6,1,0.034082,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
119,302015,54941,248940.3333,72613.10069,370.5422207,2.130845831,1.03e-08,0.000673067,0.014001187,39,1,17.63520293,7.692802518,550529,18.39554855,57,39,657,4.838706859,8a3787cc-d3d0-42a8-d9a9-7de2aed45208,mo_n2_pincer,87d59f7c-e397-42dc-aa6e-00200d8697aa,21abd0b3-b2cb-4a8a-812e-a8706542f429,fcidump.31_4a_noncan_0.2_new.21abd0b3-b2cb-4a8a-812e-a8706542f429,sftp://sftp.l3harris.com/gsee/fcidump.31_4a_noncan_0.2_new.21abd0b3-b2cb-4a8a-812e-a8706542f429.gz,37:50.0,1,613.073991,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True
120,114932,17068,91650.4375,29031.75169,389.8627992,48.64209213,1e-08,0.001908809,0.112654228,32,1,14.35936429,6.042060823,204245,16.22134423,22,32,274,9.155096692,f90280cc-c860-4ff1-a9ec-4841cec989f7,c_s_0,886855d3-f1a7-4004-a736-417360e81d0a,1c5f7390-3d26-4730-addd-b0fbd7591169,fcidump.c_s_cc-pVDZ.1c5f7390-3d26-4730-addd-b0fbd7591169,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c_s_cc-pVDZ.1c5f7390-3d26-4730-addd-b0fbd7591169.gz,31:21.2,1,265.734457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,58036,9920,46570.5625,14572.32732,313.4392008,36.32066446,1.01e-08,0.00306524,0.124032648,32,1,14.57379518,6.041901055,102257,16.22134423,22,32,279,4.60444221,68f1a091-8652-4095-ba31-56f0e02e27d3,si_o_0,88a6b9fd-e159-4059-9ee5-ba718fd624dc,ab244b36-ab52-4cce-b50a-2b04d8c548e7,fcidump.si_o_cc-pVDZ.ab244b36-ab52-4cce-b50a-2b04d8c548e7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.si_o_cc-pVDZ.ab244b36-ab52-4cce-b50a-2b04d8c548e7.gz,50:59.0,1,119.442529,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
122,26089,8041,21949.0,5748.45122,100.3718378,1.252748249,1.06e-08,0.002253471,0.020716331,21,1,10.34842056,4.099166623,44542,10.13101005,28,21,227,3.14282199,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,ru_macho,89253c8f-0f01-4046-a138-1bada22f0a6a,d7bea809-6e34-49f8-8daf-8d728dd18268,fcidump.5_ts_ru_macho_melact_noncan_0.2_new.d7bea809-6e34-49f8-8daf-8d728dd18268,sftp://sftp.l3harris.com/gsee/fcidump.5_ts_ru_macho_melact_noncan_0.2_new.d7bea809-6e34-49f8-8daf-8d728dd18268.gz,07:12.1,1,51.839327,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
123,863526,65698,685400.1875,224846.6213,1895.874641,30.03135503,1.01e-08,0.001176746,0.058773005,64,1,27.22684897,12.37022638,1611117,23.74267383,22,64,682,10.28578563,68f1a091-8652-4095-ba31-56f0e02e27d3,si_o_0,8aa559b0-3aae-4850-a2d7-14e037ce26c0,1b1a93a4-a3cd-424f-87a2-c5a7ae5dbaf7,fcidump.si_o_cc-pVTZ.1b1a93a4-a3cd-424f-87a2-c5a7ae5dbaf7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.si_o_cc-pVTZ.1b1a93a4-a3cd-424f-87a2-c5a7ae5dbaf7.gz,12:50.6,1,1835.94458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,7,5,6.714285714,0.699854212,46.49112174,2.32079441,0.5,1.10693147,0.858330716,14,1,2.238095238,2.670914983,43,6.000868155,8,14,14,0.0,c2009f9f-4738-4919-9295-5f9231ca5199,hubbard_chain,8bbedcf8-eccd-4486-93e3-cadad203df37,7d4261dd-0387-49a9-a342-62bdef76937b,FCIDUMP_L_14_Nf_4_U_4.64158882_ms_0.7d4261dd-0387-49a9-a342-62bdef76937b,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_14_Nf_4_U_4.64158882_ms_0.7d4261dd-0387-49a9-a342-62bdef76937b.gz,16:45.2,1,0.021924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,2906467,314073,2366852.275,730667.651,6420.130442,70.28934671,1e-08,0.001166721,0.171824353,69,1,29.67860878,13.69393728,5502712,36.72557893,90,69,171,5.569058156,8db449b1-265b-4a66-b965-a2b4833a88d1,planted_solution_0009,8f373cb0-952d-48c6-a871-8a10e52e7c19,bbbbba1c-868c-45a5-b16c-0c17536e83d8,fcidump.planted_solution_0009.bbbbba1c-868c-45a5-b16c-0c17536e83d8,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0009.bbbbba1c-868c-45a5-b16c-0c17536e83d8.gz,56:01.5,1,6543.867894,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False
126,3150395,201749,2528492.079,817026.6702,5849.99633,38.84609617,1e-08,0.000975502,0.059507238,89,1,37.5252851,17.59965487,5996912,23.60640505,18,89,961,19.87804288,586ce6a9-1876-459e-9b6c-be8bb1c4d1a5,h_cl_0,8f39fc4f-91dc-4f67-ab5c-00e8ffc866c4,1235d3d0-2c41-4036-909c-807ed3c89d96,fcidump.h_cl_cc-pVQZ.1235d3d0-2c41-4036-909c-807ed3c89d96,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h_cl_cc-pVQZ.1235d3d0-2c41-4036-909c-807ed3c89d96.gz,24:58.6,1,7964.532441,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,7357,2251,6062.368421,1603.335346,74.51074636,3.009140566,2.53e-07,0.006160968,0.075133399,19,1,9.524144204,3.645626764,12095,4.465992221,4,19,152,2.424589708,6d355019-13aa-41fc-a530-31d5f968ba22,li_h_0,92917287-d937-410c-bb70-c1f34224fab7,9c6f0876-5690-4391-a98c-0347d111257e,fcidump.li_h_cc-pVDZ.9c6f0876-5690-4391-a98c-0347d111257e,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li_h_cc-pVDZ.9c6f0876-5690-4391-a98c-0347d111257e.gz,11:45.7,1,14.285406,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True
128,25,9,20.0,5.196152423,64.0,2.0,0.5,0.8,0.6,13,1,4.0,3.376388603,81,6.520142776,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,92c0868c-00eb-466a-877e-4550670b53bf,deea4707-b5bb-4c8d-82e3-3b1e20846be1,FCIDUMP_L_16_Nf_4_U_4.0_ms_0.deea4707-b5bb-4c8d-82e3-3b1e20846be1,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_4.0_ms_0.deea4707-b5bb-4c8d-82e3-3b1e20846be1.gz,18:31.8,1,0.044,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
129,7,5,6.714285714,0.699854212,68.19845781,3.871318415,0.5,1.623772805,1.589254742,14,1,2.238095238,2.670914983,43,6.000868155,8,14,14,0.0,c2009f9f-4738-4919-9295-5f9231ca5199,hubbard_chain,94c7e366-3003-481e-8035-f1daac7fa933,2d9c6af6-853d-490e-b4d1-c4baf6aceebe,FCIDUMP_L_14_Nf_4_U_7.74263683_ms_0.2d9c6af6-853d-490e-b4d1-c4baf6aceebe,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_14_Nf_4_U_7.74263683_ms_0.2d9c6af6-853d-490e-b4d1-c4baf6aceebe.gz,17:01.1,1,0.018751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,17934,3906,14375.71429,4282.197023,381.1447107,9.666508857,1.24e-08,0.012076063,0.128025066,28,1,12.75331094,5.281497616,31563,13.67856634,18,28,212,4.890291555,e3e78b41-577d-4536-a63f-7e968eeb6493,f2_0,94fc2317-29af-43a1-aaec-dade9850ca27,ac269a87-2bc4-458e-8f4a-64f524c77044,fcidump.f2_cc-pVDZ.ac269a87-2bc4-458e-8f4a-64f524c77044,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.f2_cc-pVDZ.ac269a87-2bc4-458e-8f4a-64f524c77044.gz,54:49.6,1,69.991458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,14188,4948,12020.0,3029.582149,73.77271268,1.121101637,1.39e-08,0.003108444,0.023331685,18,1,9.116420174,3.503898853,23734,9.005509532,22,18,171,2.586269218,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,950da653-13ce-4cd7-95d8-5045ab03d4bc,a722dd32-93c7-4fbd-9cf5-f1bf44b2cdae,fcidump.42_1_star_noncan_0.2_new.a722dd32-93c7-4fbd-9cf5-f1bf44b2cdae,sftp://sftp.l3harris.com/gsee/fcidump.42_1_star_noncan_0.2_new.a722dd32-93c7-4fbd-9cf5-f1bf44b2cdae.gz,17:48.4,1,27.71155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,5918863,303289,4713887.844,1523765.717,12199.75595,36.8446419,1e-08,0.001066769,0.088974699,135,1,55.64577346,26.81400914,11436177,17.07990838,11,135,1463,48.19890257,67f72316-2262-44fb-8c0a-e159e1cd0cf0,Sc_0,96c6a0d7-8a1e-4189-a934-833b80ade346,85c6b46a-59fe-4506-89d3-e6faec2383e2,fcidump.Sc0_vqz.85c6b46a-59fe-4506-89d3-e6faec2383e2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Sc0_vqz.85c6b46a-59fe-4506-89d3-e6faec2383e2.gz,26:47.3,1,25833.54301,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
133,7,5,6.714285714,0.699854212,21.0,0.5,0.5,0.5,0.0,14,1,2.238095238,2.670914983,43,6.000868155,8,14,14,0.0,c2009f9f-4738-4919-9295-5f9231ca5199,hubbard_chain,9c5fbdd6-16ed-4c7c-85ed-da3d1ea111e7,27ef4a19-7b7e-47fd-ac1c-a439f11a2660,FCIDUMP_L_14_Nf_4_U_1.0_ms_0.27ef4a19-7b7e-47fd-ac1c-a439f11a2660,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_14_Nf_4_U_1.0_ms_0.27ef4a19-7b7e-47fd-ac1c-a439f11a2660.gz,17:06.4,1,0.018807,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
134,523444,62080,423477.1481,127200.6088,1470.331713,12.85780789,1e-08,0.001502345,0.058252292,54,1,23.36566495,10.75997827,978692,15.51725971,14,54,510,21.86708292,11c8be98-d9c9-40ea-8d88-ea8c555028f6,Mn_1,9d82f7d4-165d-4499-8add-361a770d1d44,51fac1c9-e29a-4033-b3d3-9cc37f64b4d4,fcidump.Mn1_vdz.51fac1c9-e29a-4033-b3d3-9cc37f64b4d4,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Mn1_vdz.51fac1c9-e29a-4033-b3d3-9cc37f64b4d4.gz,38:50.5,1,1227.191765,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False
135,14188,4946,12018.66667,3029.367517,64.29422034,1.10719675,2.05e-08,0.002709293,0.021505263,18,1,9.116177152,3.503946495,23732,9.005509532,22,18,171,2.350889721,dc8bdc56-5ebd-4996-6b81-81b1a06d8c76,blue_dimer,9da97ef6-4bad-4c82-8576-9b8e539a7ba8,46967cfc-d867-40e8-bef0-9655c46cef29,fcidump.38_1_ts_noncan_0.2_new.46967cfc-d867-40e8-bef0-9655c46cef29,sftp://sftp.l3harris.com/gsee/fcidump.38_1_ts_noncan_0.2_new.46967cfc-d867-40e8-bef0-9655c46cef29.gz,16:14.5,1,28.140803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,2645499,196161,2123717.659,678392.1936,7807.261291,56.03420764,1e-08,0.001554083,0.102783645,85,1,35.93281398,16.75597582,5023710,15.03178786,10,85,989,34.30369565,892e3341-7186-44c6-9a1a-20f270ddc8b8,h_f_0,9e3c577f-a25d-42f5-a809-61dfb63a52de,ff2ff7dd-2eb8-4565-a59e-76a47db07fbc,fcidump.h_f_cc-pVQZ.ff2ff7dd-2eb8-4565-a59e-76a47db07fbc,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.h_f_cc-pVQZ.ff2ff7dd-2eb8-4565-a59e-76a47db07fbc.gz,31:30.4,1,6114.323781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,7,5,6.714285714,0.699854212,25.67670378,0.83405027,0.5,0.61135009,0.157472807,14,1,2.238095238,2.670914983,43,5.561535461,8,14,14,0.0,c2009f9f-4738-4919-9295-5f9231ca5199,hubbard_chain,9e571fac-f5cf-40cd-acc5-adfbebb0fdc7,1f0f66e4-ab45-4caa-bc78-7965841bc754,FCIDUMP_L_14_Nf_4_U_1.66810054_ms_2.1f0f66e4-ab45-4caa-bc78-7965841bc754,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_14_Nf_4_U_1.66810054_ms_2.1f0f66e4-ab45-4caa-bc78-7965841bc754.gz,16:58.4,1,0.018834,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
138,3651136,210658,2922864.164,966857.1042,11993.68315,41.05845741,1.02e-08,0.001709684,0.093303591,110,1,45.83156271,21.7753461,7015146,21.00544937,14,110,1325,24.27344092,9bd9cde6-6daa-441a-984e-ae1c1c051e91,n2_0,9eed79e4-b195-4474-b280-fe9166a7a241,e84ef191-bfe0-4859-96b9-0613cad743d4,fcidump.n2_cc-pVQZ.e84ef191-bfe0-4859-96b9-0613cad743d4,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n2_cc-pVQZ.e84ef191-bfe0-4859-96b9-0613cad743d4.gz,36:39.2,1,15465.01017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,1826826,158286,1471566.579,466256.2734,3058.639772,12.8102476,1e-08,0.000885405,0.040475522,76,1,32.37481575,14.94499178,3454509,20.55089378,17,76,902,16.44232004,7437abf0-1394-47ce-9218-d181f1732112,ScO_0,9fa4fc3a-b0b9-4eaa-99ee-0469ae5a511d,987498ce-5b91-4df6-924c-82d4841c17c2,fcidump.ScO_vdz.987498ce-5b91-4df6-924c-82d4841c17c2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.ScO_vdz.987498ce-5b91-4df6-924c-82d4841c17c2.gz,13:52.9,1,4036.971895,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
140,1733672,124480,1383815.889,453040.4269,4940.963559,16.42189425,1e-08,0.001496474,0.067378479,90,1,37.72057859,17.63583609,3301738,27.23828467,22,90,1094,12.19954938,3987b2dd-25bc-44e2-b516-dbc3f670a9c3,c_o2_0,a091c1a1-bde2-4a83-bf58-5010f7a8e1d4,0ffd2489-0b50-49b6-9e6e-7607f14102a9,fcidump.c_o2_cc-pVTZ.0ffd2489-0b50-49b6-9e6e-7607f14102a9,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c_o2_cc-pVTZ.0ffd2489-0b50-49b6-9e6e-7607f14102a9.gz,40:13.0,1,5113.110274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,121655,27051,100936.1613,28493.05518,334.5260148,32.38640546,1.12e-08,0.001540515,0.074530771,31,1,14.40935842,6.093547974,217153,11.65010706,50,31,456,5.976969071,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,mn_mono,a16168e2-98cd-430d-a180-84f64b4d5e75,bae2da57-6a69-483e-95bc-b77f72ebfba8,fcidump.64_5_15_af_ts_noncan_0.2_new.bae2da57-6a69-483e-95bc-b77f72ebfba8,sftp://sftp.l3harris.com/gsee/fcidump.64_5_15_af_ts_noncan_0.2_new.bae2da57-6a69-483e-95bc-b77f72ebfba8.gz,01:12.8,1,248.25109,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
142,8812158,333080,6932131.153,2388762.196,5836.286269,39.3102146,1e-08,0.000344689,0.029901114,118,1,48.3102531,22.99027646,16932048,35.43492305,28,118,1235,21.78385979,3f141f05-532b-478d-b38a-2ae07baadc88,na_cl_0,a2f9649f-0f47-4a5d-a6a7-b0bebc848797,677d97ee-5a46-4d49-82d6-ca3fc98a59a7,fcidump.na_cl_cc-pVQZ.677d97ee-5a46-4d49-82d6-ca3fc98a59a7,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.na_cl_cc-pVQZ.677d97ee-5a46-4d49-82d6-ca3fc98a59a7.gz,19:24.6,1,22675.08615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,25,9,20.0,5.196152423,80.0,3.0,0.5,1.0,1.0,13,1,4.0,3.376388603,81,6.520142776,8,16,16,0.0,614c4444-a31a-4348-b24d-01040208651c,hubbard_square,a31d14b2-0bc9-4966-b52b-807f4e0c40b0,6cc38b2e-2fab-42bb-bf98-a7908b056061,FCIDUMP_L_16_Nf_4_U_6.0_ms_0.6cc38b2e-2fab-42bb-bf98-a7908b056061,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_16_Nf_4_U_6.0_ms_0.6cc38b2e-2fab-42bb-bf98-a7908b056061.gz,17:33.3,1,0.028061,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True
144,5264,2224,4512.0,1052.94797,895.2010978,71.60628485,2.73e-08,0.105603527,2.2100135,14,1,7.451692816,2.71672862,8478,6.955110664,16,14,33,18.3316119,7e0fb928-b0a9-4b44-89f1-7e0ee3b2bb13,planted_solution_0005,a41a284c-7baa-438e-9323-532091c7a78f,0ddeaaab-a6ef-436b-8189-290afa6408ea,fcidump.planted_solution_0005.0ddeaaab-a6ef-436b-8189-290afa6408ea,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0005.0ddeaaab-a6ef-436b-8189-290afa6408ea.gz,07:35.1,1,10.03367,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True
145,151840,29072,123196.0588,35928.27109,252.2367273,2.69670146,1e-08,0.000931447,0.026820911,34,1,15.4676903,6.745760212,270802,13.46150255,54,34,533,5.838486948,7213642b-5f16-48be-d5e5-2bc42ebb8526,ru_mono,a475af8e-cb0b-4533-906d-a6b8eda313e7,7be1766a-b3f7-4779-9a69-f4358645831b,fcidump.37_1ru_II_2pl_noncan_0.2_new.7be1766a-b3f7-4779-9a69-f4358645831b,sftp://sftp.l3harris.com/gsee/fcidump.37_1ru_II_2pl_noncan_0.2_new.7be1766a-b3f7-4779-9a69-f4358645831b.gz,44:51.7,1,338.979153,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True
146,7,5,6.714285714,0.699854212,33.4779158,1.3912797,0.5,0.797093233,0.42015328,14,1,2.238095238,2.670914983,43,6.000868155,8,14,14,0.0,c2009f9f-4738-4919-9295-5f9231ca5199,hubbard_chain,a4b80e3b-3998-4096-8b8d-887c9c177708,0cc6bfcc-9be1-4aae-8596-8b1918007587,FCIDUMP_L_14_Nf_4_U_2.7825594_ms_0.0cc6bfcc-9be1-4aae-8596-8b1918007587,sftp://sftp.l3harris.com/gsee/FCIDUMP_L_14_Nf_4_U_2.7825594_ms_0.0cc6bfcc-9be1-4aae-8596-8b1918007587.gz,17:11.8,1,0.026061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,1447562,182558,1181011.345,360776.0594,1100.738933,11.73138384,1e-08,0.000405609,0.017611543,58,1,25.24092958,11.47756664,2713794,28.59134829,82,58,984,5.955550455,a8895776-3583-4884-fbc7-d6f9df21a7ac,fe_red,a7cd2501-2f67-4fcd-b428-f6620f3596fe,4854c3ff-b3ce-462b-ab8e-0b132cd880d0,fcidump.52_6acme_0.2_old.4854c3ff-b3ce-462b-ab8e-0b132cd880d0,sftp://sftp.l3harris.com/gsee/fcidump.52_6acme_0.2_old.4854c3ff-b3ce-462b-ab8e-0b132cd880d0.gz,28:30.3,1,2968.127988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,243876,30398,196300.1852,59013.43687,1275.517069,13.60626866,1e-08,0.002819551,0.089558532,54,1,23.4319371,10.81432211,452384,16.42930454,15,54,522,23.44578511,33c9a058-7a67-454c-856c-2519ba55b44d,Fe_1,a7e26b10-bd6b-457c-978e-9050f6529007,b57e3b82-2511-4c00-a850-f6aeba98b0b2,fcidump.Fe1_vdz.b57e3b82-2511-4c00-a850-f6aeba98b0b2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Fe1_vdz.b57e3b82-2511-4c00-a850-f6aeba98b0b2.gz,56:49.5,1,1077.217071,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False
149,688732,71474,552462.8667,175884.977,2316.364194,14.93895791,1.01e-08,0.001807406,0.074248237,60,1,25.86444714,11.6914514,1281597,17.1736401,14,60,695,14.37179256,1c3155e0-3679-4eff-bed0-57a1082672c3,c_o_0,a92f6594-5ccc-4385-9cb5-8c21b4407dcf,2b749f51-9ea9-41c4-9f67-e9c8334478c4,fcidump.c_o_cc-pVTZ.2b749f51-9ea9-41c4-9f67-e9c8334478c4,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c_o_cc-pVTZ.2b749f51-9ea9-41c4-9f67-e9c8334478c4.gz,18:42.1,1,1420.852172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,5264,2224,4512.0,1052.94797,116.9057993,34.12358046,1.11e-07,0.01379094,0.373505932,14,1,7.451692816,2.71672862,8478,6.47798941,18,14,105,4.457547343,cb40f3f7-ffe8-40e8-4544-f26aad5a8bd8,mn_mono,a9c90f98-6557-44d2-9ca0-0c9122f4080c,027490ba-34f9-4340-89ab-27fd110d2821,fcidump.63_5_15_af_ts_noncan_0.2_new.027490ba-34f9-4340-89ab-27fd110d2821,sftp://sftp.l3harris.com/gsee/fcidump.63_5_15_af_ts_noncan_0.2_new.027490ba-34f9-4340-89ab-27fd110d2821.gz,28:23.6,1,10.036006,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
151,3647446,209596,2917133.745,964820.5708,4654.171667,12.06277105,1e-08,0.000664166,0.036051144,110,1,45.79134278,21.80761041,7007542,10.66818338,6,110,1243,10.00622872,3301a356-21a9-472b-8021-f02f4d2c9eec,li2_0,aaa24a30-ade6-44a6-b6aa-51bf54c31eef,6224abe8-831e-4b52-b8d9-8ebac0a35c2b,fcidump.li2_cc-pVQZ.6224abe8-831e-4b52-b8d9-8ebac0a35c2b,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.li2_cc-pVQZ.6224abe8-831e-4b52-b8d9-8ebac0a35c2b.gz,14:05.5,1,9027.198926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,1180013,156409,964777.1455,292539.5837,1099.184748,1.815601078,1e-08,0.00049839,0.006725406,55,1,24.0596077,10.88864112,2205471,28.86192626,73,55,837,5.73825171,8a3787cc-d3d0-42a8-d9a9-7de2aed45208,mo_n2_pincer,aaae8d93-cb88-41ee-8f11-c70cc9b0d7fb,4476d0ff-9618-4774-9619-e3f223249cea,fcidump.16_ts_1over4a_noncan_0.2_new.4476d0ff-9618-4774-9619-e3f223249cea,sftp://sftp.l3harris.com/gsee/fcidump.16_ts_1over4a_noncan_0.2_new.4476d0ff-9618-4774-9619-e3f223249cea.gz,40:37.1,1,2625.775803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
